CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
04.931.816/0001-90;MILENIUM CAPITAL CONSULTORIA E GESTÃO LTDA.;MILENIUM;2021-02-23;;;EM FUNCIONAMENTO NORMAL;2021-02-23;PRIVADO;SEDE;RUA VISCONDE DE PIRAJÁ, 414/SL 802 E 804;;IPANEMA;RIO DE JANEIRO;RJ;22410002;21;25337281;marcelo@milenium.adm.br;www.milenium.adm.br
05.291.222/0001-24;MILFORD CONSULTORIA LTDA;MILFORD CONSULTORIA LTDA;2004-12-01;2014-11-11;CANCELAMENTO A PEDIDO;CANCELADA;2014-11-11;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 466;CJ. 1811;ITAIM BIBI;SÃO PAULO;SP;4534002;011;21652430;crodrigues@milford.com.br;
07.147.382/0001-20;MILLENNIUM PARTICIPACOES SA;GAMEX MILLENNIUM CCVM S/A;1998-06-18;2000-02-14;CANCELAMENTO A PEDIDO;CANCELADA;2000-02-14;;SEDE;R PROF JOSE A.DE CARVALHO 2432;;LAGOA REDONDA;FORTALEZA;CE;60410710;21;25097881;rogerio@millenniumcorretora.com.br;
45.562.681/0001-10;MINDSHIP CONSULTORIA E GESTÃO LTDA;MINDSHIP CONSULTORIA E GESTÃO LTDA.;2022-07-14;;;EM FUNCIONAMENTO NORMAL;2022-07-14;PRIVADO;SEDE;RUA DR. LEO DE CARVALHO, 74/SALA 601;EDIFICIO IBIZA;VELHA;BLUMENAU;SC;89036239;47;30411996;julia.rambo@mindship.com.br;www.mindship.com.br
12.428.065/0001-11;MINÚCIA ASSESSORIA FINANCEIRA E CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;--MINUCIA INVESTMENT ADVISORS;2010-10-29;2016-04-05;CANCELAMENTO A PEDIDO;CANCELADA;2016-04-05;PRIVADO;SEDE;AV. ROQUE PETRONI JUNIOR;1089,SALA 506/508;MORUMBI;SÃO PAULO;SP;4707900;11;51814581;beth@minucia.net;
36.684.109/0001-32;MIRABAUD INVESTIMENTOS LTDA.;MIRABAUD INVESTIMENTOS;2020-05-22;;;EM FUNCIONAMENTO NORMAL;2020-05-22;PRIVADO;SEDE;ALAMEDA JAÚ, 1.303/10º ANDAR CJ 101 E 102 SL 1;;JARDIM PAULISTA;SÃO PAULO;SP;1420001;11;38965500;contato@mirabaud.com.br;www.mirabaud.com.br
47.226.850/0001-76;MIRADOURO CONSULTORIA E ASSESSORIA DE INVESTIMENTOS LTDA.;MIRADOURO;2022-08-17;;;EM FUNCIONAMENTO NORMAL;2022-08-17;PRIVADO;SEDE;RUA PARAIBA, 1465;SALA 902;SAVASSI;BELO HORIZONTE;MG;30130148;31;996161126;licerio@miradouro.co;www.miradouro.co
01.116.811/0001-15;MODAL ADMINISTRADORA DE RECURSOS LTDA;MODAL ADMINISTRADORA DE RECURSOS LTDA;2008-07-01;2019-10-03;CANCELAMENTO A PEDIDO;CANCELADA;2019-10-03;PRIVADO;SEDE;PRAIA DE BOTAFOGO, 501;BL.I 5º ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;21;45601000;compliance.bra@apexgroup.com;
38.234.170/0001-03;MOMA ADVISORY CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;-----;2021-02-17;;;EM FUNCIONAMENTO NORMAL;2021-02-17;PRIVADO;SEDE;AVENIDA CARLOS GOMES, 700/SL 913;;AUXILIADORA;PORTO ALEGRE;RS;90480000;51;982281123;contato@momainvestimentos.com.br;www.momainvestimentos.com.br
58.801.341/0001-46;MONE ADM E PART LTDA;MONE;1988-10-27;1999-03-31;CANCELAMENTO A PEDIDO;CANCELADA;1999-03-31;PRIVADO;SEDE;AV PROF JOSE MARIA ALKIMIM 422;;;SÃO PAULO;SP;5366000;;;;
12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;2013-10-24;2017-11-09;CANCELAMENTO A PEDIDO;CANCELADA;2017-11-09;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 100, 18º;CJ 182;ITAIM BIBI;SÃO PAULO;SP;4534000;11;31656054;infofundos@terrainvestimentos.com.br;http://www.monetar.com.br/
12.749.542/0001-40;MONEYPLAN CONSULTORIA LTDA;MONEYPLAN CONSULTORIA;2011-09-14;2018-11-16;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-16;PRIVADO;SEDE;RUA TABAPUÃ, 145;1º ANDAR;ITAIM BIBI;SÃO PAULO;SP;4533010;11;35830022;contato@moneyplan.com.br;www.moneyplan.com.br
12.970.564/0001-36;MONTE BIANCO CONSULTORIA LTDA;--;2011-02-04;;;EM FUNCIONAMENTO NORMAL;2011-02-04;PRIVADO;SEDE;RUA DAS OLIMPÍADAS 205;4° ANDAR,CJTO 43;VILA OLÍMPIA;SÃO PAULO;SP;4551000;11;37289431;newton@montebiancocf.com.br;http://www.montebiancocf.com.br
02.781.868/0001-00;MONY CONSULTORIA E CORRETAGEM DE SEGUROS LTDA;MONY CONSULTORIA E CORRETAGEM DE SEGUROS LTDA;2003-12-05;2005-09-08;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2005-09-08;PRIVADO;SEDE;AV RIO BRANCO 89/ CONJUNTO 502;;;RIO DE JANEIRO;RJ;20040004;21;22235200;joao_herreros@mony.com;
31.934.698/0001-46;MORGAN GRENFELL BR AS E P LTDA;MORGAN GRENFELL;1993-10-01;1994-06-23;;CANCELADA;1994-06-23;PRIVADO;SEDE;AV PAULISTA 1842 C 28 T NORTE;;;SÃO PAULO;SP;1310200;;;;
15.621.336/0001-49;MOSAICO CONSULTORIA FINANCEIRA LTDA;MOSAICO CONSULTORIA FINANCEIRA LTDA;2013-02-20;;;EM FUNCIONAMENTO NORMAL;2013-03-01;PRIVADO;SEDE;RUA OTTO WEISS, 10;;CRUZEIRO;RIO NEGRINHO;SC;89295000;51;982763166;pery@mosaicoconsultoria.com.br;www.mosaicoconsultoria.com.br
17.340.681/0001-30;MOV INVESTIMENTOS LTDA;MOV INVESTIMENTOS LTDA;2013-02-14;2016-06-08;CANCELAMENTO A PEDIDO;CANCELADA;2016-06-08;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA, 2355;16° ANDAR, SALA 1601;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;953076785;denis@movinvestimentos.com.br;
34.443.157/0001-03;MPDI CONSULTORIA LTDA;MAPA DE INVESTIMENTOS;2023-03-24;;;EM FUNCIONAMENTO NORMAL;2023-03-24;;SEDE;Coronel Quirino 1639;S71;Cambui;CAMPINAS;SP;13025002;19;992736382;julianomeo@gmail.com;
54.663.398/0001-75;MS CARDIM E ASSOC SC LTDA;MS CARDIM;1987-06-02;1998-02-13;;CANCELADA;1998-02-13;PRIVADO;SEDE;R XAVIER DE TOLEDO, 264-3-S 35;;;SÃO PAULO;SP;1048000;;;;
46.328.454/0001-97;MSM MULTI FAMILY OFFICE LTDA;MSM MULTI FAMILY OFFICE;2022-10-13;;;EM FUNCIONAMENTO NORMAL;2022-10-13;;SEDE;Avenida Presidente Juscelino Kubitschek, 1400;conjunto 22;Vila Conceição;SÃO PAULO;SP;4543000;11;54123400;vinicius.tello@msmfo.com.br;
45.450.380/0001-02;MTG CONSULTORIA EM INVESTIMENTOS LTDA;MTG CONSULTORIA EM INVESTIMENTOS LTDA.;2022-08-17;;;EM FUNCIONAMENTO NORMAL;2022-08-17;PRIVADO;SEDE;RUA DO COMERCIO, 1924/2º ANDAR;;CENTRO;FRANCA;SP;14400660;19;991405916;daniel.correa@mtgparticipacoes.com.br;www.mtgconsultoria.com.br
27.784.851/0001-29;MULTIPLOS INVESTIMENTOS E CONSULTORIA LTDA;MULTIPLOS INVESTIMENTOS;2022-01-28;;;EM FUNCIONAMENTO NORMAL;2022-01-28;PRIVADO;SEDE;RUA JADER DE ANDRADE, 344/SALA 06;;CASA FORTE;RECIFE;PE;52061060;81;997440555;contato@multiplosinvestimentos.com.br;https://www.multiplosinvestimentos.com.br/
45.670.274/0001-26;MUSA CAPITAL LTDA;MUSA CAPITAL;2022-03-23;;;EM FUNCIONAMENTO NORMAL;2022-03-23;PRIVADO;SEDE;AVENIDA SENADOR TARSO DUTRA, 565;SALA 1012;PETROPOLIS;PORTO ALEGRE;RS;90640040;51;32760634;stefano@musacapital.com.br;https://www.musacapital.com.br/
38.614.932/0001-05;MZM WEALTH PLANNING CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;MZM WEALTH PLANNING;2021-05-06;;;EM FUNCIONAMENTO NORMAL;2021-05-06;PRIVADO;SEDE;RUA URUSSUI, N° 125;CONJUNTO 64;ITAIM BIBI;SÃO PAULO;SP;4542050;11;985583045;fabio.marques@mzmwealthplan.com.br;www.mzmwealthplan.com.br
34.853.280/0001-00;MZR CONSULTORIA DE INVESTIMENTOS LTDA.;-----;2020-04-02;2021-11-08;CANCELAMENTO A PEDIDO;CANCELADA;2021-11-08;PRIVADO;SEDE;RUA IGUATEMI, 192/CJ 42 SL B;;ITAIM BIBI;SÃO PAULO;SP;1451010;11;45024606;contato@mzrconsultoria.com;www.mzrconsultoria.com
07.403.732/0001-71;N INVESTIMENTOS E CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;N INVESTIMENTOS;2011-05-24;2017-08-23;CANCELAMENTO A PEDIDO;CANCELADA;2017-08-23;PRIVADO;SEDE;ALAMEDA CASA BRANCA 844;41;JARDIM PAULISTA;SÃO PAULO;SP;1408000;11;130649754;caldinineide@hotmail.com;
40.170.492/0001-88;N2 ASSESSORIA, PLANEJAMENTO E CONSULTORIA LTDA;N2 CONSULTORIA;2021-06-21;;;EM FUNCIONAMENTO NORMAL;2021-06-21;PRIVADO;SEDE;AVENIDA NOVE DE JULHO, 3228/CJ 1907;;JARDIM PAULISTA;SÃO PAULO;SP;1406000;11;996193661;andre.barretto@n2app.com.br;www.n2app.com.br
52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES;NECTON INVESTIMENTOS;2014-12-02;2018-10-30;CANCELAMENTO A PEDIDO;CANCELADA;2018-10-30;PRIVADO;SEDE;AV. BRIG. FARIA LIMA, 1.355;22º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;1452002;11;32921400;juridico@necton.com.br;
17.656.293/0001-62;NEMESIS CONSULTORIA DE INVESTIMENTOS LTDA.;NEMESIS CONSULTORIA DE INVESTIMENTOS LTDA.;2015-11-27;2017-03-14;CANCELAMENTO A PEDIDO;CANCELADA;2017-03-14;PRIVADO;;;;;;;;;;joaopaulopq@gmail.com;
30.500.261/0001-31;NEO PLANEJAMENTO FINANCEIRO E CONSULTORIA DE INVESTIMENTOS LTDA.;GFAI CONSULTORIA DE INVESTIMENTOS;2021-06-02;;;EM FUNCIONAMENTO NORMAL;2021-06-02;PRIVADO;SEDE;RUA CERRO CORÁ;2175 QUINTO ANDAR;VILA ROMANA;SÃO PAULO;SP;5061450;11;980817480;magno.maciel@gfai.com.br;http://www.gfai.com.br/gfaiconsultoriadeinvestimentos
04.195.551/0001-09;NETQUANT TECNOLOGIA DE INVESTIMENTOS LTDA.;NETQUANT TECNOLOGIA DE INVESTIMENTOS LTDA.;2009-11-12;2022-03-20;CANCELAMENTO A PEDIDO;CANCELADA;2022-03-20;PRIVADO;SEDE;PRAÇA MAHATMA GANDHI 2;SALA 803;CENTRO;RIO DE JANEIRO;RJ;20031100;21;22863496;marcelo@netquant.com.br;www.netquant.com.br
30.262.810/0001-87;NEY O. BRITO & ASSOCIADOS LTDA;NEY O. BRITO & ASSOCIADOS LTDA;1985-09-04;1991-06-12;;CANCELADA;1991-06-12;PRIVADO;;;;;;;;;;nobrito@neybrito.com.br;
30.262.810/0001-87;NEY O. BRITO & ASSOCIADOS LTDA;NEY O. BRITO & ASSOCIADOS LTDA;1994-08-18;2018-03-28;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-28;PRIVADO;;;;;;;;;;nobrito@neybrito.com.br;www.noba.com.br
50.200.083/0001-30;NIPPUR CONSULTORIA E GESTÃO LTDA.;NIPPUR CONSULTORIA;2023-04-05;;;EM FUNCIONAMENTO NORMAL;2023-04-05;;SEDE;Rua 13 de Maio, 196;Sala 3;Centro;JOAÇABA;SC;89600000;54;96928855;silviomassaro@gmail.com;
43.016.955/0001-40;NN DISTRIBUIDORA DE METAIS PRECIOSOS LTDA ME;NN;1988-11-11;1990-07-04;;CANCELADA;1990-07-04;;SEDE;R JOAO BRICOLA 67 - 10 ANDAR;;;SÃO PAULO;SP;1014010;;;;
46.570.388/0001-67;NORCHEM HOLDINS E NEGOCIOS S/A;NORCHEM HOLDINS NEG.;1991-08-21;1997-10-08;CANCELAMENTO A PEDIDO;CANCELADA;1997-10-08;PRIVADO;SEDE;VERBO DIVINO,1400/CHACARA ST.;;;SÃO PAULO;SP;4719002;11;39775;;
43.374.680/0001-16;NORD WEALTH CONSULTORIA LTDA;NORD WEALTH;2022-03-18;;;EM FUNCIONAMENTO NORMAL;2022-03-18;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 100/CJ 172;;ITAIM BIBI;SÃO PAULO;SP;4534000;11;962996404;victoria.bibanco@nordresearch.com.br;
39.907.420/0001-91;NOVA FRONTEIRA CONSULTORIA DE INVESTIMENTOS LTDA.;NOVA FRONTEIRA CONSULTORIA DE INVESTIMENTOS;2021-03-25;;;EM FUNCIONAMENTO NORMAL;2021-03-25;PRIVADO;SEDE;RUA MARIA DE LOURDES CASÉ PORTO, 51/SL 1504;15º ANDAR;MAURÍCIO DE NASSAU;CARUARU;PE;55012075;81;30465482;bruno@novafronteiraconsultoria.com.br;www.novafronteiraconsultoria.com.br
46.177.090/0001-91;NUI CONSULTORIA EMPRESARIAL LTDA.;NUI CONSULTORIA EMPRESARIAL;2022-06-01;;;EM FUNCIONAMENTO NORMAL;2022-06-01;PRIVADO;SEDE;RUA JOSÉ ADERVAL CHAVES, 78/SALA 508;ED WECON EMPRESARI;BOA VIAGEM;RECIFE;PE;51111030;81;997661068;zemarcos@nuiconsultoria.com.br;www.nuiconsultoria.com.br
37.595.625/0001-53;NUMO CONSULTORIA EM GESTÃO PATRIMONIAL LTDA.;NUMO GESTÃO PATRIMONIAL;2021-04-22;;;EM FUNCIONAMENTO NORMAL;2021-04-22;PRIVADO;SEDE;AVENIDA SANTOS DUMONT, 3060/SL 719;;ALDEOTA;FORTALEZA;CE;60150162;85;30858886;gregorio@numogp.com.br;www.numogp.com.br
32.810.869/0001-98;OIKOS CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;OIKOS CONSULTORIA PATRIMONIAL;2020-08-27;;;EM FUNCIONAMENTO NORMAL;2020-08-27;PRIVADO;SEDE;SHIS QL 08 CJ 01 CASA 13;;LAGO SUL;BRASÍLIA;DF;71620215;61;999666799;rodolfo@oikospatrimonial.com;www.oikospatrimonial.com.br
76.616.978/0001-44;OMAR CAMARGO PARTICIPAÇÕES, ADM. DE BENS E CONSULTORIA LTDA.;--;2008-02-01;2015-03-02;CANCELAMENTO A PEDIDO;CANCELADA;2015-03-02;PRIVADO;SEDE;RUA XV DE NOVEMBRO, 297;1º E 2º ANDARES;CENTRO;CURITIBA;PR;80020922;041;30291215;omarcamargo@omarcamargo.com.br;
38.277.572/0001-95;ONDA INVEST CONSULTORIA LTDA.;ONDA INVEST;2023-04-12;;;EM FUNCIONAMENTO NORMAL;2023-04-12;;SEDE;Rua Ourânia, 100;Apto 52;Vila Madalena;SÃO PAULO;SP;5445030;11;999477861;felipe.mahlmeister@gmail.com;
31.747.459/0001-87;ONEOPEN CONSULTORIA DE INVESTIMENTOS E CORRETORA DE SEGUROS LTDA;ONEOPEN FINANCE;2019-09-04;;;EM FUNCIONAMENTO NORMAL;2019-09-04;PRIVADO;SEDE;RUA CONCEIÇÃO DE MONTE ALEGRE, 107;CJ. 101, E4VG, BLOCO B;CIDADE MONÇÕES;SÃO PAULO;SP;4563060;11;943203356;ricardo.nobile@oneopen.com.br;www.oneopen.com.br
49.351.839/0001-63;ONEUP CONSULTORIA FINANCEIRA LTDA;ONEUP CONSULTORIA;2023-04-04;;;EM FUNCIONAMENTO NORMAL;2023-03-31;;SEDE;AVENIDA T7;QUADRAR34 LOTE 1E SALA 611 PAVMTO11 EDIF CONCEPT LOURENZZO;SETOR OESTE;GOIÂNIA;GO;74140110;62;995128706;consultoriaoneup@gmail.com;
26.207.537/0001-10;OP CONSULTORIA PATRIMONIAL LTDA - EPP;OP FINANCE;2017-05-18;;;EM FUNCIONAMENTO NORMAL;2017-05-18;PRIVADO;SEDE;RUA BANDEIRA PAULISTA 275;CONJUNTO 42;ITAIM BIBI;SÃO PAULO;SP;4532010;011;23871000;financeiro@opfinance.com.br;
27.076.646/0001-09;OPEN SERVIÇOS FINANCEIROS LTDA;OPEN;2021-07-14;2022-10-05;CANCELAMENTO A PEDIDO;CANCELADA;2022-10-05;PRIVADO;SEDE;RUA DA CONSOLAÇÃO,247;12 ANDAR;CONSOLAÇÃO;SÃO PAULO;SP;1309010;11;971415785;ojima@goopen.com.br;http://www.goopen.com.br/
68.579.218/0001-86;OPPORTUNITY ASSET MANAGEMENT LTDA;OPPORTUNITY ASSET;1996-01-26;2007-12-28;CANCELAMENTO A PEDIDO;CANCELADA;2007-12-28;PRIVADO;SEDE;RUA MANOEL DUARTE Nº 14;SALAS 102,104/106;CENTRO;TRÊS RIOS;RJ;25804020;24;22523099;gr.societario@opportunity.com.br;
13.293.225/0001-25;ÓRAMA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;ÓRAMA DTVM S.A.;2017-04-17;;;EM FUNCIONAMENTO NORMAL;2017-04-17;PRIVADO;SEDE;RUA LOPES QUINTA, 177;;JARDIM BOTÂNICO;RIO DE JANEIRO;RJ;22460010;21;37978050;juridico@orama.com.br;www.orama.com.br
47.838.470/0001-92;ORIZ CONSULTORIA DE INVESTIMENTOS LTDA.;ORIZ CONSULTORIA DE INVESTIMENTOS LTDA.;2022-09-21;;;EM FUNCIONAMENTO NORMAL;2022-09-21;;SEDE;Av. Brig. Faria Lima 2055;15º andar;Jardim Paulistano;SÃO PAULO;SP;1452001;11;982225798;pm@orizpartners.com.br;
16.717.240/0001-41;OVERCLUB CONSULTORIA DE INVESTIMENTOS E PLANEJAMENTO FINANCEIRO LTDA;OVERCLUB | FAMILY OFFCIE;2017-06-13;;;EM FUNCIONAMENTO NORMAL;2017-06-13;PRIVADO;SEDE;AV IBIRAPUERA, 2.144;3º ANDAR CJ 31 D;INDIANÓPOLIS;SÃO PAULO;SP;4028001;11;21666702;walter@overclub.com.br;www.overclub.com.br
04.639.185/0001-30;OVERVIEW CONSULTORIA EMPRESARIAL LTDA;OVERVIEW CONSULTORIA EMPRESARIAL LTDA;2015-11-27;2018-04-25;CANCELAMENTO A PEDIDO;CANCELADA;2018-04-25;PRIVADO;SEDE;PÇADASTERIOALVESMEND89;SL102;CENTRO;RIO BONITO;RJ;28800000;21;36177485;cmayer@ovconsult.com;www.overviewconsultoria.com.br
23.992.796/0001-01;PANARY CONSULTORIA E GESTÃO PATRIMONIAL LTDA.;-----;2016-03-23;;;EM FUNCIONAMENTO NORMAL;2016-03-23;PRIVADO;SEDE;RUA AMAURI, 255/17º;;JARDIM EUROPA;SÃO PAULO;SP;1448000;11;30741511;ana@marae.net.br;
06.155.249/0001-52;PAR5 GESTÃO E CONSULTORIA LTDA;PAR MAIS LTDA;2013-12-31;2016-07-28;CANCELAMENTO A PEDIDO;CANCELADA;2016-07-28;PRIVADO;SEDE;AV RIO BRANCO Nº 380;SL 303;CENTRO;FLORIANÓPOLIS;SC;88015200;48;32091609;amorim@parmais.com.br;
12.417.157/0001-04;PARAMIS BR INVESTIMENTOS LTDA;PARAMIS INVESTIMENTOS;2012-12-11;;;EM FUNCIONAMENTO NORMAL;2012-12-11;PRIVADO;SEDE;RUA LAURO MULLER, Nº 116;SALA 3305;BOTAFOGO;RIO DE JANEIRO;RJ;22290160;21;34337611;danilo.ribeiro@paramis.com.br;
10.223.251/0001-99;PARAMIS GESTÃO DE VALORES IMOBILIÁRIOS LTDA.;--;2009-11-19;2013-07-11;CANCELAMENTO A PEDIDO;CANCELADA;2013-07-11;PRIVADO;SEDE;AV. DAS AMÉRICAS, 500;BLOCO 10 SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640100;21;34337611;andredehonorato@paramis.com.br;
07.931.931/0001-52;PARAMITA TECNOLOGIA CONSULTORIA FINANCEIRA LTDA;QUANTUM;2007-07-23;;;EM FUNCIONAMENTO NORMAL;2007-07-23;PRIVADO;SEDE;PRAIA DO FLAMENGO, 66;BLOCO B/SL 1720;FLAMENGO;RIO DE JANEIRO;RJ;22210903;21;32350350;controladoria@quantumfinance.com.br;www.quantumfinance.com.br
37.258.078/0001-10;PASSER CONSULTORIA DE INVESTIMENTOS LTDA.;PASSER CONSULTORIA;2020-12-03;;;EM FUNCIONAMENTO NORMAL;2020-12-03;PRIVADO;SEDE;RUA GENERAL LIBERATO BITTENCOURT, 1475;SALA 905;CANTO;FLORIANÓPOLIS;SC;88070800;48;988702123;lorenzo@passerpfp.com.br;www.passerconsultoria.com.br
35.809.186/0001-09;PAUSARE CAPITAL CONSULTORIA DE INVESTIMENTOS FINANCEIROS E CORRETAGEM DE SEGURO LTDA.;PAUSARE CAPITAL;2021-03-24;;;EM FUNCIONAMENTO NORMAL;2021-03-24;PRIVADO;SEDE;AV. BRIGADEIRO LUÍS ANTÔNIO, 2367/SL 911;;JARDIM PAULISTA;SÃO PAULO;SP;1401000;24;933006402;pausare@pausare-capital.com;www.pausare-capital.com
07.035.676/0001-60;PHAROSCONSULT CONSULTORIA DE VALORES MOBILIÁRIOS E SOLUÇAO PATRIMONIAL LTDA.;--;2009-12-16;;;EM FUNCIONAMENTO NORMAL;2009-12-16;PRIVADO;;;;;;;;;;karl.frick@pharosconsult.net;http://www.pharosconsult.net
59.052.308/0001-23;PHYNANCE CIENCIA E TECNOLOGIA EM INVESTIMENTOS S.A.;PHYNANCE CIENCIA E TECNOLOGIA EM INVESTIMENTOS S.A.;2006-08-08;2009-03-26;CANCELAMENTO A PEDIDO;CANCELADA;2009-03-26;PRIVADO;SEDE;RUA LEOPOLDO COUTO MAGALHAES;JUNIOR, 758, 11 AN;DAR - ITAIM BIBI;SÃO PAULO;SP;4542000;11;25059260;fabio.bretas@phynance.com.br;
05.189.991/0001-16;PLANCORP LTDA.;PLANCORP CAPITAL;2010-07-15;;;EM FUNCIONAMENTO NORMAL;2010-07-15;PRIVADO;SEDE;RUA GENERAL MARIO TOURINHO  1733;SALA 405;SEMINARIO;CURITIBA;PR;80740000;41;33393195;m.andrade@plancorp.com.br;www.plancorp.com.br
09.204.136/0001-98;PLANETASEC ASSESSORIA FINANCEIRA LTDA;PLANETASEC ASSESSORIA FINANCEIRA LTDA;2012-08-03;2022-05-13;CANCELAMENTO A PEDIDO;CANCELADA;2022-05-13;PRIVADO;SEDE;RUA HUNGRIA, 1240;6º ANDAR - CJ. 62;JARDIM EUROPA;SÃO PAULO;SP;1455000;11;42700130;ri@planetasec.com.br;www.planetasec.com.br
19.905.508/0001-67;PLATINUM PLANEJAMENTO FINANCEIRO, CONSULTORIA FINANCEIRA E DE INVESTIMENTOS LTDA-EPP;PLATINUM CONSULTORIA DE INVESTIMENTOS;2014-06-25;2015-12-16;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-16;PRIVADO;SEDE;AVENIDA CARLOS GOMES;8º ANDAR;AUXILIADORA;PORTO ALEGRE;RS;90480000;51;33302879;consultoria@platinuminvestimentos.com;www.platinuminvestimentos.com
10.994.844/0001-59;PLENA CONSULTORIA DE INVESTIMENTOS LTDA.;--;2010-02-25;2019-12-31;ELISÃO POR INCORPORAÇÃO;CANCELADA;2019-12-31;PRIVADO;SEDE;AV.NOVE DE JULHO,5569,5°ANDAR;CONJUNTO 52;JARDIM PAULISTA;SÃO PAULO;SP;1407200;11;30713221;compliance@plenainvestimentos.com.br;www.plenainvestimento.com.br
66.087.834/0001-94;POINT COMUNICACAO E MARKETING LTDA;FUTURE ANALYSIS CONSULTORIA;2003-11-24;2009-09-04;CANCELAMENTO A PEDIDO;CANCELADA;2009-09-04;PRIVADO;SEDE;RUA ANDRE FERNANDES 207;BLOCO B;CENTRO;SANTANA DE PARNAÍBA;SP;6500000;11;31667082;eam@futureanalysis.com.br;
37.576.416/0001-62;PORTFEL CONSULTORIA FINANCEIRA E CORRETORA DE SEGUROS LTDA.;PORTFEL CONSULTORIA;2021-01-25;;;EM FUNCIONAMENTO NORMAL;2021-01-25;PRIVADO;SEDE;AVENIDA COPACABANA, 325;SALA 2104;EMPRESARIAL 18 DO FORTE;BARUERI;SP;6472001;21;988763958;lui@portfel.com.br;www.portfel.com.br
09.393.997/0001-61;PP CONSULTORIA DE INVESTIMENTOS LTDA.;--;2008-06-26;2015-11-10;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-10;PRIVADO;SEDE;R. DOMINGOS DE MORAES 2243;76;VILA MARIANA;SÃO PAULO;SP;4035000;;;patriciathome@hotmail.com;
04.522.682/0001-53;PPS PORTFOLIO PERFORMANCE LTDA;PPS PORTFOLIO PERFORMANCE LTDA;2003-08-18;;;EM FUNCIONAMENTO NORMAL;2003-08-18;PRIVADO;SEDE;ALAMEDA DAS SALVIAS 181;;ALPHAVILLE 6;SANTANA DE PARNAÍBA;SP;6539098;11;31689139;anapaula@pps-net.com.br;
30.184.339/0001-56;PR CONSULTORIA EMPRESARIAL LTDA.;NORD RESEARCH;2020-09-22;;;EM FUNCIONAMENTO NORMAL;2020-09-22;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 100/CJ 171;;ITAIM BIBI;SÃO PAULO;SP;4534000;11;31958710;contato@nordresearch.com.br;www.nordwealth.com.br
02.629.562/0001-24;PR&A FINANCIAL PRODUCTS LTDA;PR&A FINANCIAL PRODUCTS LTDA;2000-04-17;2015-06-01;CANCELAMENTO A PEDIDO;CANCELADA;2015-06-01;PRIVADO;SEDE;CALÇADA CANOPO, 19, SALA 07;CENTRO DE APOIO 2;ALPHAVILE;SANTANA DE PARNAÍBA;SP;6541050;;;malacrida@uol.com.br;
00.454.099/0001-00;PRA CONSULTING LTDA.;--;2009-02-12;2014-06-06;CANCELAMENTO A PEDIDO;CANCELADA;2014-06-06;PRIVADO;SEDE;RUA BUTANTÃ, 461;12º ANDAR;PINHEIROS;SÃO PAULO;SP;5424140;;;malacrida@uol.com.br;
17.422.138/0001-81;PREMIER ANÁLISES E CONSULTORIA LTDA;PREMIER ANÁLISES E CONSULTORIA LTDA;2014-05-02;2019-03-28;CANCELAMENTO A PEDIDO;CANCELADA;2019-03-28;PRIVADO;SEDE;RUA DR. BARBOSA GONÇALVES 368;CONJ 3;CHACARA DAS PEDRAS;PORTO ALEGRE;RS;91330320;51;991555461;conversanijr@gmail.com;www.premieranalises.com.br
03.866.830/0001-94;PREV CONSULTORIA DE INVESTIMENTOS LTDA;PREVCONSULTING INVESTIMENTOS;2018-07-16;;;EM FUNCIONAMENTO NORMAL;2018-07-16;PRIVADO;SEDE;RUA GUIMARÃES ROSA;145;BOA VISTA;PORTO ALEGRE;RS;90480080;51;30131313;gustav.gorski@prevconsulting.com;https://prevconsulting.com/site/
