CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CATEG_REG;SUBCATEG_REG;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;VL_PATRIM_LIQ;DT_PATRIM_LIQ;EMAIL;SITE_ADMIN
92.723.550/0001-57;BANCO ITABANCO S/A;BANCO ITABANCO S/A;1989-08-21;2000-10-27;ELISÃO POR INCORPORAÇÃO;CANCELADA;2000-10-27;;;PRIVADO;SEDE;AV ANDROMEDA S/N - PREDIO 21;NIVEL 06;ALPHAVILLE;BARUERI;SP;6473900;11;8272261;0.00;1990-12-31;;
61.602.801/0001-11;BANCO ITAMARATI SA;ITAMARATI - BANCO;1992-02-28;2000-02-14;CANCELAMENTO A PEDIDO;CANCELADA;2000-02-14;;;PRIVADO;SEDE;AV ANDROMEDA S/N PREDIO26 NIV6;;;BARUERI;SP;6473900;11;83474;179161031.42;1996-12-31;;
33.885.724/0001-19;BANCO ITAÚ CONSIGNADO S.A.;BANERJ;1993-09-23;2012-10-15;CANCELAMENTO A PEDIDO;CANCELADA;2012-10-15;;;PRIVADO;SEDE;PÇA. ALFREDO E. S. ARANHA, 100;T. C. - 9° ANDAR;PARQUE JABAQUARA;SÃO PAULO;SP;4344902;11;50199986;1232533716.66;2003-12-31;relacionamento.reguladores@itau-unibanco.com.br;
31.516.198/0001-94;BANCO ITAÚ-BBA S.A.;BBA CREDITANST-BANCO;1991-03-27;2002-12-02;CANCELAMENTO A PEDIDO;CANCELADA;2002-12-02;;;PRIVADO;SEDE;AV.BRIGADEIRO FARIA LIMA 3400;3º AO 8° ANDARES;ITAIM BIBI;SÃO PAULO;SP;4538132;011;37088000;650386895.93;1998-12-31;bancoitaubba@itaubba.com.br;
60.394.079/0001-04;BANCO ITAUBANK S.A.;BANCO ITAUBANK S/A;1992-05-05;2016-06-08;CANCELAMENTO A PEDIDO;CANCELADA;2016-06-08;Administrador Fiduciário;Instituição Financeira;PRIVADO;SEDE;PÇA ALFREDO E.S. ARANHA, 100;T. CONCEIÇÃO 9A;JABAQUARA;SÃO PAULO;SP;4344902;11;50199986;492838419.07;1998-12-31;relacionamento.reguladores@itau-unibanco.com.br;
17.192.451/0001-70;BANCO ITAUCARD S.A.;BANCO ITAUCARD S/A;1989-08-09;2000-06-15;CANCELAMENTO A PEDIDO;CANCELADA;2000-06-15;;;PRIVADO;SEDE;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100;TORRE OLAVO SETUBAL, 7º ANDAR, PARTE;PARQUE JABAQUARA;SÃO PAULO;SP;4344902;11;50199986;0.00;1990-12-31;relacionamento.reguladores@itau-unibanco.com.br;
17.192.451/0001-70;BANCO ITAUCARD S.A.;BANCO ITAUCARD S/A;2004-10-29;2018-01-12;CANCELAMENTO A PEDIDO;CANCELADA;2018-01-12;Administrador Fiduciário;Instituição Financeira;PRIVADO;SEDE;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100;TORRE OLAVO SETUBAL, 7º ANDAR, PARTE;PARQUE JABAQUARA;SÃO PAULO;SP;4344902;11;50199986;7686022182.93;2005-12-31;relacionamento.reguladores@itau-unibanco.com.br;https://www.itau.com.br/cartoes/
59.601.047/0001-53;BANCO ITAUSAGA S.A.;BANCO AGF S.A.;1993-09-08;1997-03-14;;CANCELADA;1997-03-14;;;;SEDE;PÇA ALFREDO E.  S. ARANHA ,100;TORRE ITAUSA;JABAQUARA;SÃO PAULO;SP;4344902;11;50294658;326135.81;1996-12-31;aguinaldo.fonseca@itau.com.br;
59.601.047/0001-53;BANCO ITAUSAGA S.A.;BANCO AGF S.A.;2001-05-23;2009-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2009-09-30;;;PRIVADO;SEDE;PÇA ALFREDO E.  S. ARANHA ,100;TORRE ITAUSA;JABAQUARA;SÃO PAULO;SP;4344902;11;50294658;;;aguinaldo.fonseca@itau.com.br;
03.017.677/0001-20;BANCO J. SAFRA S.A.;BANCO J. SAFRA;2006-05-10;2009-04-09;CANCELAMENTO A PEDIDO;CANCELADA;2009-04-09;;;PRIVADO;SEDE;AVENIDA PAULISTA, 2.150;;BELA VISTA;SÃO PAULO;SP;1310300;11;31757575;;;atendimento.regulamentar@safra.com.br;
03.017.677/0001-20;BANCO J. SAFRA S.A.;BANCO J. SAFRA;2010-06-24;;;EM FUNCIONAMENTO NORMAL;2010-06-24;Administrador Fiduciário e Gestor de Carteira;Instituição Financeira;PRIVADO;SEDE;AVENIDA PAULISTA, 2.150;;BELA VISTA;SÃO PAULO;SP;1310300;11;31757575;;;atendimento.regulamentar@safra.com.br;www.safra.com.br
33.172.537/0001-98;BANCO J.P. MORGAN S.A.;BANCO J. P. MORGAN S.A.;1991-11-29;2021-06-18;CANCELAMENTO A PEDIDO;CANCELADA;2021-06-18;Administrador Fiduciário e Gestor de Carteira;Instituição Financeira;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA, 3729;6º(PARTE), 10º(PARTE), 11º, 12º(PARTE), 14º E 15º ANDARES;ITAIM BIBI;SÃO PAULO;SP;4538905;11;49503700;264457382.75;1998-12-31;compliance_regulatory_br@jpmorgan.com;http://www.jpmorgan.com.br/country/br/pt/jpmorgan
62.204.169/0001-10;BANCO JPM S.A.;BANCO JPM S.A.;1989-08-21;2002-07-12;ELISÃO POR INCORPORAÇÃO;CANCELADA;2002-07-12;;;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA 3729;11º AO 15º ANDARES;ITAIM BIBI;SÃO PAULO;SP;4538905;011;30483700;0.00;1990-12-31;rodolpho.bolzachini.filho@jpmorgam.com;
33.922.188/0001-84;BANCO LIBERAL S/A (atual BANK OF AMERICA BRASIL S/A);BANCO LIBERAL SA;1989-08-09;2002-07-22;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2002-07-22;;;;SEDE;RUA DO CARMO, 7;8 ANDAR PARTE;CENTRO;RIO DE JANEIRO;RJ;20011020;21;2124000;0.00;1990-12-31;;
33.254.319/0001-00;BANCO LOSANGO S.A. - BANCO MÚLTIPLO;HSBC INVESTMENT BANK BRASIL S/A - BANCO DE INVESTIMENTO;1989-01-26;2007-11-09;CANCELAMENTO A PEDIDO;CANCELADA;2007-11-09;;;PRIVADO;SEDE;RUA SENADOR DANTAS, 61;2º ANDAR, PARTE;CENTRO;RIO DE JANEIRO;RJ;20031202;11;21253043;469457576.17;2001-12-31;vinicius.favarao@bradesco.com.br;
15.207.244/0001-17;BANCO MARKA SA;BANCO MARKA;1993-02-12;1999-10-01;CANCELAMENTO A PEDIDO;CANCELADA;1999-10-01;;;PRIVADO;SEDE;AV DAS AMERICAS 1155/ 13 ANDAR;SALAS 1301 / 1304;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22631000;021;4910012;68073835.89;1998-12-31;;
33.923.798/0001-00;BANCO MÁXIMA S/A;STOCK;1990-01-22;1991-03-05;;CANCELADA;1991-03-05;;;PRIVADO;SEDE;AV. ATLÂNTICA, Nº 1130;9º ANDAR (PARTE);COPACABANA;RIO DE JANEIRO;RJ;22021000;21;22241577;;;juridico@bancomaxima.com.br;
17.184.037/0001-10;BANCO MERCANTIL BRASIL SA;BANCO MERCANTIL DO BRASIL S/A;1992-10-21;2013-11-19;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2013-11-19;;;PRIVADO;SEDE;Rua Rio de Janeiro, nº 654;6º andar;Centro;BELO HORIZONTE;MG;30160912;31;30576210;546042000.00;2009-12-31;relacoescominvestidores@mercantil.com.br;
34.169.557/0001-72;BANCO MERCANTIL DE INVESTIMENTOS S.A.;BANCO MERCANTIL DE INVESTIMENTOS SA;1989-12-26;1996-03-28;;CANCELADA;1996-03-28;;;PRIVADO;SEDE;Rua Rio de Janeiro, 654;14º andar;Centro;BELO HORIZONTE;MG;30160912;31;30576234;29219000.00;1998-12-31;relacoescominvestidores@mercantil.com.br;
61.065.421/0001-95;BANCO MERCANTIL DE SÃO PAULO SA;BANCO MERCANTIL DE SÃO PAULO S/A;1992-10-28;2006-05-30;CANCELAMENTO A PEDIDO;CANCELADA;2006-05-30;;;PRIVADO;SEDE;AV PAULISTA 1450;;BELA VISTA;SÃO PAULO;SP;1310917;11;36842126;704699000.00;2002-12-31;raulbarretto@finasa.com.br;
61.088.183/0001-33;BANCO MIZUHO DO BRASIL S/A;MIZUHO;2003-01-22;2009-02-25;CANCELAMENTO A PEDIDO;CANCELADA;2009-02-25;;;PRIVADO;SEDE;AV PRES J. KUBITSCHEK, 2041;7AN/ TORRE E;VILA OLIMPIA;SÃO PAULO;SP;4543011;11;55049844;301234534.40;2002-12-31;institucional@mizuhogroup.com;
30.723.886/0001-62;BANCO MODAL S.A.;BANCO MODAL S.A.;1990-07-04;1998-08-05;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;1998-08-05;;;PRIVADO;SEDE;PRAIA DE BOTAFOGO, Nº 501, 5º ANDAR;PARTE, BLOCO 01;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;11;21066885;20293979.29;1999-07-26;compliance@modal.com.br;
30.723.886/0001-62;BANCO MODAL S.A.;BANCO MODAL S.A.;2000-06-01;;;EM FUNCIONAMENTO NORMAL;2000-06-01;Administrador Fiduciário;Instituição Financeira;PRIVADO;SEDE;PRAIA DE BOTAFOGO, Nº 501, 5º ANDAR;PARTE, BLOCO 01;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;11;21066885;20293979.29;1998-12-31;compliance@modal.com.br;www.modal.com.br
60.498.557/0001-26;BANCO MUFG BRASIL S.A.;BANCO DE TOKYO-MITSUBISHI BRASIL SA;1994-01-25;1996-01-15;CANCELAMENTO A PEDIDO;CANCELADA;1996-01-15;;;PRIVADO;SEDE;AVENIDA PAULISTA;1274;BELA VISTA;SÃO PAULO;SP;1310925;11;32680154;195807132.48;1998-12-31;mufgcvm@br.mufg.jp;
60.498.557/0001-26;BANCO MUFG BRASIL S.A.;BANCO DE TOKYO-MITSUBISHI BRASIL SA;1996-02-28;2000-01-10;CANCELAMENTO A PEDIDO;CANCELADA;2000-01-10;;;;SEDE;AVENIDA PAULISTA;1274;BELA VISTA;SÃO PAULO;SP;1310925;11;32680154;195807132.48;1998-12-31;mufgcvm@br.mufg.jp;
60.498.557/0001-26;BANCO MUFG BRASIL S.A.;BANCO DE TOKYO-MITSUBISHI BRASIL SA;2005-01-07;2015-03-13;CANCELAMENTO A PEDIDO;CANCELADA;2015-03-13;;;PRIVADO;SEDE;AVENIDA PAULISTA;1274;BELA VISTA;SÃO PAULO;SP;1310925;11;32680154;;;mufgcvm@br.mufg.jp;
42.177.527/0001-36;BANCO MULTIPLIC S.A.;MULTIPLIC;1989-10-12;1997-10-08;;CANCELADA;1997-10-08;;;PRIVADO;SEDE;AV JURUBATUBA, 73/ 7 ANDAR;;;SÃO PAULO;SP;4583100;11;54688;477320330.69;1997-12-31;;
17.157.777/0001-67;BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;NACIONAL BANCO;1992-10-21;1999-04-12;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;1999-04-12;;;PRIVADO;SEDE;Avenida Rio Branco, nº 115, 20° andar;sala n° 2.033;Centro;RIO DE JANEIRO;RJ;20040004;11;32645432;-6274486000.00;1995-12-31;bnsa@bnsa.com.br;
43.073.394/0001-10;BANCO NOSSA CAIXA S/A;BANCO NOSSA CAIXA S/A;1993-04-07;1999-03-16;CANCELAMENTO A PEDIDO;CANCELADA;1999-03-16;;;PRIVADO;SEDE;RUA XV DE NOVEMBRO, 111;6º ANDAR;CENTRO;SÃO PAULO;SP;1013001;11;32446119;;;gapre@nossacaixa.com.br;
43.073.394/0001-10;BANCO NOSSA CAIXA S/A;BANCO NOSSA CAIXA S/A;2005-01-14;2009-11-30;ELISÃO POR INCORPORAÇÃO;CANCELADA;2009-11-30;;;PRIVADO;SEDE;RUA XV DE NOVEMBRO, 111;6º ANDAR;CENTRO;SÃO PAULO;SP;1013001;11;32446119;3180682000.00;2008-12-31;gapre@nossacaixa.com.br;
71.371.686/0001-75;BANCO OLÉ BONSUCESSO CONSIGNADO S.A.;BONSUCESSO DTVM LTDA;1997-04-07;1997-11-20;;CANCELADA;1997-11-20;;;PRIVADO;SEDE;RUA ALVARENGA PEIXOTO, Nº 974;8º ANDAR;SANTO AGOSTINHO;BELO HORIZONTE;MG;34006083;31;21387451;1867823.76;1998-12-31;juridiconegocios@oleconsignado.com.br;
71.371.686/0001-75;BANCO OLÉ BONSUCESSO CONSIGNADO S.A.;BONSUCESSO DTVM LTDA;2005-04-07;2008-07-02;CANCELAMENTO A PEDIDO;CANCELADA;2008-07-02;;;PRIVADO;SEDE;RUA ALVARENGA PEIXOTO, Nº 974;8º ANDAR;SANTO AGOSTINHO;BELO HORIZONTE;MG;34006083;31;21387451;;;juridiconegocios@oleconsignado.com.br;
78.632.767/0001-20;BANCO OURINVEST S.A.;OURINVEST;1992-09-08;;;EM FUNCIONAMENTO NORMAL;1992-09-08;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PAULISTA,1728;SOBRELOJA, 2 AO 5, 7 E 11 ANDARES;BELA VISTA;SÃO PAULO;SP;1310919;11;40814444;19885679.95;1998-12-31;juridico@ourinvest.com.br;www.ourinvest.com.br
59.285.411/0001-13;BANCO PAN SA;BANCO PAN SA;1994-08-18;2012-06-19;CANCELAMENTO A PEDIDO;CANCELADA;2012-06-19;;;PRIVADO;SEDE;Avenida Paulista, 1374;16º andar;Bela Vista;SÃO PAULO;SP;1310100;11;32645343;1574600000.00;2009-12-31;pilotosdereserva-spb@grupopan.com;
61.790.390/0001-35;BANCO PATENTE SA;BANCO PATENTE;1995-08-11;2000-03-13;CANCELAMENTO A PEDIDO;CANCELADA;2000-03-13;;;PRIVADO;SEDE;AV PAULISTA, 1106/ 6 ANDAR;;CERQUEIRA CESAR;SÃO PAULO;SP;1310914;11;31690;33399400.29;1998-12-31;;
61.820.817/0001-09;BANCO PAULISTA S.A.;BANCO PAULISTA S.A.;2006-10-13;2016-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2016-03-30;Gestor de Carteira;;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA, 1355;1, 2  ANDARES;JARDIM PAULISTANO;SÃO PAULO;SP;1452919;11;32992000;;;marcelo.guimaraes@bancopaulista.com.br;
62.144.175/0001-20;BANCO PINE S/A;BANCO PINE S/A;2003-09-08;2007-10-19;CANCELAMENTO A PEDIDO;CANCELADA;2007-10-19;;;PRIVADO;SEDE;AV. PRESIDENTE JUSCELINO KUBITSCHEK, 1830- SALAS 44, 54 E 64;4º, 5º E 6º ANDARES;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;33725200;335200000.00;2007-02-01;ri@pine.com;
06.702.112/0001-70;BANCO PONTUAL S.A.;BANCO PONTUAL SA;1992-10-01;2018-05-28;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2018-05-28;Gestor de Carteira;;PRIVADO;SEDE;RUA BELA CINTRA, 986/ 3 ANDAR;;CONSOLAÇÃO;SÃO PAULO;SP;1415000;11;31380901;150771456.28;1997-12-31;;
40.429.946/0001-92;BANCO PORTO REAL DE INVESTIMENTO S.A.;BANCO PORTO REAL DE INVESTIMENTO S.A.;1993-01-15;2000-05-10;CANCELAMENTO A PEDIDO;CANCELADA;2000-05-10;;;PRIVADO;SEDE;EST. FLORIANO PORTO REAL 3395;;CENTRO;PORTO REAL;RJ;27570000;24;33531400;;;finanbpr@bpr.com.br;
17.156.514/0001-33;BANCO REAL SA;BCO REAL;1998-11-10;2000-01-28;ELISÃO POR INCORPORAÇÃO;CANCELADA;2000-01-28;;;PRIVADO;SEDE;AV.PAULISTA,1374/3º ANDAR;;BELA VISTA;SÃO PAULO;SP;1310916;11;31749601;956959000.00;1998-12-31;diretoriageral@bancoreal.com.br;
68.900.810/0001-38;BANCO RENDIMENTO SA;BANCO RENDIMENTO SA;1993-08-19;1994-10-17;;CANCELADA;1994-10-17;;;PRIVADO;SEDE;AV BRIG FARIA LIMA 2092/19 AND;;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;8160789;47715692.29;1998-12-31;rendimento@rendimento.com.br;
68.900.810/0001-38;BANCO RENDIMENTO SA;BANCO RENDIMENTO SA;1994-10-17;2000-06-19;CANCELAMENTO A PEDIDO;CANCELADA;2000-06-19;;;PRIVADO;SEDE;AV BRIG FARIA LIMA 2092/19 AND;;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;8160789;47715692.29;1998-12-31;rendimento@rendimento.com.br;
68.900.810/0001-38;BANCO RENDIMENTO SA;BANCO RENDIMENTO SA;2002-05-09;2007-03-12;CANCELAMENTO A PEDIDO;CANCELADA;2007-03-12;;;PRIVADO;SEDE;AV BRIG FARIA LIMA 2092/19 AND;;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;8160789;;;rendimento@rendimento.com.br;
00.517.645/0001-04;BANCO RIBEIRÃO PRETO SA;BANCO RIBEIRÃO PRETO - BRB;1996-01-26;2000-03-01;CANCELAMENTO A PEDIDO;CANCELADA;2000-03-01;;;PRIVADO;SEDE;AV. PRESIDENTE VARGAS N 2121;4 ANDAR;JARDIM AMÉRICA;RIBEIRÃO PRETO;SP;14020260;16;21014600;;;backoffice@brp.com.br;
21.594.726/0001-70;BANCO ROYAL DE INVESTIMENTO SA;ROYAL;1992-05-18;2000-12-05;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2000-12-05;;;PRIVADO;SEDE;R LEOPOLDO C MAGALHÃES JR, 110;5 ANDAR;ITAIM BIBI;SÃO PAULO;SP;4542000;011;30485555;8592676.03;1998-12-31;;
33.074.683/0001-80;BANCO RURAL MAIS S.A.;BANCO SUL AMERICA SA;1992-02-17;2006-04-28;CANCELAMENTO A PEDIDO;CANCELADA;2006-04-28;;;PRIVADO;SEDE;RUA RIO DE JANEIRO, N° 927;15º ANDAR;CENTRO;BELO HORIZONTE;MG;30160041;31;32395213;100992089.79;2001-12-31;faleconosco@rural.com.br;
33.124.959/0001-98;BANCO RURAL S/A - EM LIQUIDAÇÃO EXTRAJUDICIAL;BANCO RURAL S/A;2005-01-04;2013-08-02;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;2013-08-02;;;PRIVADO;SEDE;RUA RIO DE JANEIRO 927;14º ANDAR;CENTRO;BELO HORIZONTE;MG;30160041;31;21265215;;;faleconosco@rural.com.br;
07.002.898/0001-86;BANCO SAFRA BSI S/A;BANCO SAFRA DE INVESTIMENTO S.A.;2004-12-17;2010-12-17;ELISÃO POR INCORPORAÇÃO;CANCELADA;2010-12-17;;;PRIVADO;SEDE;AV PAULISTA 2100;15 ANDAR;CERQUEIRA CESAR;SÃO PAULO;SP;1310900;11;31757404;510810929.25;2008-12-31;sjts@safra.com.br;
61.088.696/0001-44;BANCO SAFRA DE INVEST. SA;BANCO SAFRA DE INVSA;1990-03-12;1995-05-10;ELISÃO POR INCORPORAÇÃO;CANCELADA;1995-05-10;;;;SEDE;AV PAULISTA 2100;;;SÃO PAULO;SP;1310200;11;37742;;;;
58.160.789/0001-28;BANCO SAFRA S/A;BANCO SAFRA;1995-05-10;;;EM FUNCIONAMENTO NORMAL;1995-05-10;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PAULISTA, 2100;;BELA VISTA;SÃO PAULO;SP;1310930;11;31758627;1408667790.48;2000-12-31;atendimento.regulamentar@safra.com.br;www.safra.com.br
90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;BANCO SANTANDER (BRASIL) S.A.;2006-09-12;;;EM FUNCIONAMENTO NORMAL;2006-09-12;Administrador Fiduciário e Gestor de Carteira;Instituição Financeira;PRIVADO;SEDE;Avenida Presidente Juscelino Kubitschek, nº 2041;CJ 281, Bloco A;Vila Nova Conceição;SÃO PAULO;SP;4543011;11;35532000;64527446000.00;2009-12-31;corgreguladores@santander.com.br;www.santander.com.br
90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;BANCO SANTANDER (BRASIL) S.A.;1989-07-06;1999-02-12;CANCELAMENTO A PEDIDO;CANCELADA;1999-02-12;;;PRIVADO;SEDE;Avenida Presidente Juscelino Kubitschek, nº 2041;CJ 281, Bloco A;Vila Nova Conceição;SÃO PAULO;SP;4543011;11;35532000;0.00;1990-12-31;corgreguladores@santander.com.br;
61.472.676/0001-72;BANCO SANTANDER BRASIL SA;SANTANDER BRASIL;1993-01-15;2006-12-29;ELISÃO POR INCORPORAÇÃO;CANCELADA;2006-12-29;;;PRIVADO;SEDE;RUA AMADOR BUENO 474;;SANTO AMARO;SÃO PAULO;SP;4752005;11;51053525;920776741.36;1998-12-31;juridsocietario@banespa.com.br;
51.035.004/0001-46;BANCO SANTANDER DE NEGOCIOS SA;BANSANDER;1993-07-29;2003-06-13;CANCELAMENTO A PEDIDO;CANCELADA;2003-06-13;;;PRIVADO;SEDE;RUA AMADOR BUENO, 474;;SANTO AMARO;SÃO PAULO;SP;4752000;11;55387599;;;gmurgel@santander.com.br;
60.700.556/0001-12;BANCO SANTANDER NOROESTE SA;BCO SANTANDER NOROESTE;1993-08-09;1999-12-28;ELISÃO POR INCORPORAÇÃO;CANCELADA;1999-12-28;;;PRIVADO;SEDE;RUA AMADOR BUENO, 474;;SANTO AMARO;SÃO PAULO;SP;4752000;11;5388506;620376000.00;1998-12-31;;
33.517.640/0001-22;BANCO SANTANDER S.A.;BANCO SANTANDER S.A.;1989-01-26;2006-12-29;ELISÃO POR INCORPORAÇÃO;CANCELADA;2006-12-29;;;PRIVADO;SEDE;RUA AMADOR BUENO, 474;;SANTO AMARO;SÃO PAULO;SP;4752005;11;51053535;0.00;1990-12-31;juridsocietario@banespa.com.br;
60.663.655/0001-71;BANCO SÃO JORGE S.A.;BANCO SÃO JORGE SA;1994-11-21;1995-03-28;;CANCELADA;1995-03-28;;;PRIVADO;SEDE;R DOMINGOS GONÇALO 473;;;SÃO PAULO;SP;4693040;011;2513255;;;;
57.774.325/0001-49;BANCO SELLER S.A.;BCO SELLER;1993-12-13;1996-11-29;FALENCIA;CANCELADA;1996-11-29;;;PRIVADO;SEDE;RUA LIBERO BADARO 377 28 AND;;;SÃO PAULO;SP;1009000;011;8646437;1639196005.95;1993-12-31;;
61.533.584/0001-55;BANCO SOCIETE GENERALE BRASIL S.A.;BANCO SOCIETE GENERALE BEASIL S.A.;1994-08-26;2000-04-03;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2000-04-03;;;PRIVADO;SEDE;AV. PAULISTA;2300;CERQUEIRA CESAR;SÃO PAULO;SP;1310300;11;32178000;65128799.08;1998-12-31;aurelien.cottard@sgcib.com;
61.533.584/0001-55;BANCO SOCIETE GENERALE BRASIL S.A.;BANCO SOCIETE GENERALE BEASIL S.A.;2013-09-24;2016-08-05;CANCELAMENTO A PEDIDO;CANCELADA;2016-08-05;Gestor de Carteira;;PRIVADO;SEDE;AV. PAULISTA;2300;CERQUEIRA CESAR;SÃO PAULO;SP;1310300;11;32178000;;;aurelien.cottard@sgcib.com;
60.889.128/0001-80;BANCO SOFISA SA;BANCO SOFISA;1994-10-17;2007-03-29;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2007-03-29;;;PRIVADO;SEDE;ALAMEDA SANTOS, 1496;10º ANDAR;CERQUEIRA CÉSAR;SÃO PAULO;SP;1418100;11;31765526;318573000.00;2007-02-16;controlesinternos@sofisa.com.br;
60.942.638/0001-73;BANCO SUDAMERIS BRASIL SA;BANCO SUDAMERIS BRASIL SA;2005-03-03;2008-02-27;INCORPORAÇÃO;CANCELADA;2008-02-27;;;PRIVADO;SEDE;XV DE NOVEMBRO, 213;1 ANDAR;CENTRO;SÃO PAULO;SP;1013001;11;31746663;1803378000.00;2006-12-31;luciane.ribeiro@br.abnamro.com;
48.103.014/0001-67;BANCO SUDAMERIS DE INVESTIMENTO SA;BANCO SUDAMERIS DE INVEST S.A.;1989-03-10;2007-03-12;INCORPORAÇÃO;CANCELADA;2007-03-12;;;PRIVADO;SEDE;AV PAULISTA 1374;8 ANDAR;CERQUEIRA CESAR;SÃO PAULO;SP;1310916;11;31746663;17657775.45;2002-12-31;paulo.cesar.werneck@br.abnamro.com;
60.518.222/0001-22;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;2005-01-14;2018-06-01;CANCELAMENTO A PEDIDO;CANCELADA;2018-06-01;Administrador Fiduciário e Gestor de Carteira;Instituição Financeira;PRIVADO;SEDE;AVENIDA PAULISTA, 37;11 E 12 ANDARES;BELA VISTA;SÃO PAULO;SP;1311902;11;31788202;;;guilherme_alice@smbcgroup.com.br;www.smbcgroup.com.br
30.131.502/0001-12;BANCO UBS S.A.;BANCO UBS WARBURG S.A.;1988-12-15;2007-10-29;INCORPORAÇÃO;CANCELADA;2007-10-29;;;PRIVADO;SEDE;PRAIA DE BOTAFOGO, 228;16 ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22359900;21;25553000;0.00;1990-12-31;dl-unicad@ubs.com;
00.086.413/0001-30;BANCO ÚNICO S.A.;BANCO BNL DO BRASIL S.A.;1989-08-07;2007-08-02;CANCELAMENTO A PEDIDO;CANCELADA;2007-08-02;;;PRIVADO;SEDE;AV. EUSÉBIO MATOSO, 891;;PINHEIROS;SÃO PAULO;SP;5423901;11;35844725;0.00;1990-12-31;relacionamento.bacen@itau-unibanco.com.br;
50.290.345/0001-03;BANCO UNION-BRASIL S/A;UNION;1993-01-06;2007-03-20;CANCELAMENTO A PEDIDO;CANCELADA;2007-03-20;;;PRIVADO;SEDE;AV PAULISTA 1728;13 E 14º ANDAR.;BELA VISTA;SÃO PAULO;SP;1310919;11;2533722;;;union@bancunion.com.br;
65.448.037/0001-22;BANCO UNITED SA;BANCO UNITED;1995-05-25;1996-03-25;ELISÃO POR INCORPORAÇÃO;CANCELADA;1996-03-25;;;PRIVADO;SEDE;R ANGELINA MAFFEI VITA 667;;;SÃO PAULO;SP;1455070;011;2101000;32697187.84;1995-12-31;;
68.700.376/0001-42;BANCO UNIVERSAL SA;BCO UNIVERSAL;1994-03-24;1997-09-24;;CANCELADA;1997-09-24;;;PRIVADO;SEDE;AV GRA?A ARANHA 182 3/4ANDARES;;;RIO DE JANEIRO;RJ;20030001;021;5323243;;;;
62.372.511/0001-91;BANCO VARIG SA;VARIG;1992-10-14;1996-02-07;;CANCELADA;1996-02-07;;;PRIVADO;SEDE;AV PRES JK 1830 T.IV 5/6 AND;;;SÃO PAULO;SP;4543000;11;8298081;8954882.57;1995-12-31;;
33.822.149/0001-05;BANCO VEGA S.A.;VEGA;1992-12-17;2001-11-12;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2001-11-12;;;PRIVADO;SEDE;R RODRIGO SILVA 26 - 12 AND;;;RIO DE JANEIRO;RJ;20011040;021;2161133;;;;
61.024.352/0001-71;BANCO VOITER S.A.;BANCO INDUSVAL & PARTNERS;1989-05-30;1990-06-04;;CANCELADA;1990-06-04;;;;SEDE;AVENIDA PRESIDENTE JUSCELINO KUBITSCHK;6º ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;33156733;;;relacoes.investidores@voiter.com;
