TP_PARTIC;CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;CONTROLE_ACIONARIO;VL_PATRIM_LIQ;DT_PATRIM_LIQ;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL
COOPERATIVAS DE CRÉDITO;00.309.024/0001-27;CECREMGE - CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO ESTADO DE MINAS GERAIS LTDA.;;2005-11-10;2016-01-05;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-05;329;;;;;SEDE;AV. DO CONTORNO, 4924;3º ANDAR;FUNCIONÁRIOS;BELO HORIZONTE;MG;BRASIL;30110032;31;21048707;31;21048716;perola.salles@cecremge.org.br
COOPERATIVAS DE CRÉDITO;01.634.601/0001-19;CENTRAL DE COOP DE ECON E CRÉD MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;;2005-11-01;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;27;;;118999750.60;2021-12-31;SEDE;AVENIDA PRAIA DE BELAS - 1212;TORRE NORT8° AND;PRAIA DE BELAS;PORTO ALEGRE;RS;;90110000;51;33238800;51;33955532;
COOPERATIVAS DE CRÉDITO;03.235.367/0001-82;CENTRAL SICREDI SP;;2008-04-10;2011-08-29;INCORPORAÇÃO;CANCELADA;2011-08-29;2020;;;;;SEDE;RUA GENERAL JARDIM, 703;CONJUNTO 52;VILA BUARQUE;SÃO PAULO;SP;BRASIL;1223011;11;31241900;11;31241907;centralsicredisp@sicredi.com.br
COOPERATIVAS DE CRÉDITO;25.387.671/0001-88;COOP CRED DO ALTO PARANAÍBA E REGIÃO LTDA - SICOOB CREDIPATOS;;2019-09-27;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3867;;;143893584.33;2021-12-31;SEDE;RUA MAJOR GOTE, 1699;;CENTRO;PATOS DE MINAS;MG;;38700001;34;38182699;;;credipatos00@sicoobcredipatos.com.br
COOPERATIVAS DE CRÉDITO;50.848.910/0001-05;COOP CRÉDITO DOS PLANTADORES DE CANA DA REGIÃO DE LENÇÓIS PAULISTA - SICOOB CREDICANA;;2020-03-20;2021-05-26;INCORPORAÇÃO;CANCELADA;2021-05-26;4251;;;12245366.98;2019-12-31;SEDE;RUA QUINZE DE NOVEMBRO, 436;;VILA MAMEDINA;LENÇÓIS PAULISTA;SP;;18681038;14;32691200;14;97732447;gerencia@sicoobcredicana.com.br
COOPERATIVAS DE CRÉDITO;06.260.899/0001-68;COOP D C. D P.EMP.,M.EMP. E M.EMP. D REGIÕES METRO., VALE D SINOS E PARANHANA-SICREDI EMPREENDEDORES;;2006-02-17;2011-03-10;INCORPORAÇÃO;CANCELADA;2011-03-10;957;;;;;SEDE;AV. ALBERTO BINS, 600;4º ANDAR SALA 5;CENTRO;PORTO ALEGRE;RS;BRASIL;90030140;51;33585400;51;33585400;
COOPERATIVAS DE CRÉDITO;04.904.878/0001-02;COOP DE CRÉD DOS PEQ EMP, MICROEMP E MICROEMP DA GRANDE CUIABÁ - SICREDI EMPREENDEDORES MT;;2006-06-08;2011-03-09;INCORPORAÇÃO;CANCELADA;2011-03-09;1538;;;;;SEDE;R. BARÃO DE MELGAÇO;3909;CENTRO NORTE;CUIABÁ;MT;BRASIL;78005300;;;65;33153540;diane_taques@sicredi.com.br
COOPERATIVAS DE CRÉDITO;08.075.352/0001-18;COOP DE CRÉDITO DOS EMPRESÁRIOS E EMPREGADOS DOS TRANSPORTES E CORREIOS DO SUL DO BRASIL-TRANSPOCRED;;2021-08-13;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;4740;;;112717086.89;2021-12-31;SEDE;RUA CORONEL PEDRO DEMORO, 1595;;BALNEÁRIO;FLORIANÓPOLIS;SC;;88075301;48;32484111;;;compliance@ailos.coop.br
COOPERATIVAS DE CRÉDITO;71.432.926/0001-02;COOP DE CRÉDITO DOS PROF DE SAÚDE E DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA.;;2013-08-29;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3026;;;23364798.63;2021-12-31;SEDE;RUA ALAOR PRATA, 294;1º ANDAR;CENTRO;UBERABA;MG;;38015010;34;33120123;34;33120123;administrativo.4049@unicred.com.br
COOPERATIVAS DE CRÉDITO;04.715.685/0001-03;COOP DE CRÉDITO MÚTUO DOS DESPACHANTES DE TRÂNSITO DE SC E RS - SICOOB CREDITRAN;;2020-03-09;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;4146;;;13979836.69;2021-12-31;SEDE;RUA SANTOS SARAIVA, 641;ED. ANTONIO SESTREN;ESTREITO;FLORIANÓPOLIS;SC;;88070100;48;32440560;;;creditran@creditran.com.br
COOPERATIVAS DE CRÉDITO;04.406.371/0001-29;COOP. CRÉD.EMP. DOS ESTADO DE GOIÁS LTDA - SICOOB LOJICRED;;2019-01-09;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3751;;;37630332.03;2021-12-31;SEDE;RUA 1, Nº 144;Q. 03, LOTE 05;SETOR CENTRAL;GOIÂNIA;GO;;74013010;62;32142800;;;marcia.marques@sicoob.com.br
COOPERATIVAS DE CRÉDITO;03.102.185/0001-33;COOP. DE CRÉDITO DOS SERV. DA UNIÃO, EMPRES., PROF AUTÔNOMOS E LIBERAIS - SICOOB CENTRO NORDESTE;;2020-09-30;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;4502;;;15716941.76;2021-12-31;SEDE;RUA DAS TRINCHEIRAS, 104;CASA;CENTRO;JOÃO PESSOA;PB;;58011000;83;32418745;;;centronordeste.3358@sicoob.com.br
COOPERATIVAS DE CRÉDITO;03.065.046/0001-87;COOP. DE CRÉDITO POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;;2006-02-01;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;760;;;46025549.19;2021-12-31;SEDE;AVENIDA ALBERTO ANDALO  3787;2  PAVIMENTO;VILA SANTO ANTONIO;SÃO JOSÉ DO RIO PRETO;SP;;15015000;17;32143797;;;
COOPERATIVAS DE CRÉDITO;04.363.224/0001-19;COOP. DE ECON. E CRED. MUTUO DOS INTEG. DO MIN. PUB, DEFENSORIA PUB, E PROC. GERAL DO ESTADO DO MT;;2006-07-20;2011-12-21;INCORPORAÇÃO;CANCELADA;2011-12-21;1554;;;;;SEDE;RUA SEIS, S/N;EDIF MIN. PUB. EST;CENTRO POLÍTICO ADMINISTRATIVO;CUIABÁ;MT;BRASIL;78050900;65;36131004;65;36441722;mp@sicredimt.com.br
COOPERATIVAS DE CRÉDITO;10.348.181/0001-03;COOP.DE CRÉD. POUPANÇA E INVESTIMENTO DO VALE DO ITAJAI E LIT. CATARINENSE - SICREDI VALE LITORAL SC;;2010-07-29;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2348;;;186285145.24;2021-12-31;SEDE;3ª AVENIDA Nº 503;TÉRREO;MEIA PRAIA;ITAPEMA;SC;;88220000;47;32686640;47;32686640;
COOPERATIVAS DE CRÉDITO;82.065.285/0001-03;COOP.DE CRÉD. POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCÁRIAS - SICREDI PARQUE DAS ARAUCÁRIAS PR/SC/SP;;2006-02-01;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;868;;;189154648.56;2021-12-31;SEDE;AV. BRASIL;543;CENTRO;MARIÓPOLIS;PR;;85525000;46;32261647;46;32261647;
COOPERATIVAS DE CRÉDITO;33.579.731/0001-92;COOPERATIVA  CLA DO CENTRO-SUL GOIANO LTDA;;2015-08-25;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3190;;;43061224.52;2021-12-31;SEDE;RUA PARÁ, 400;;CENTRO;MORRINHOS;GO;BRASIL;75650000;;;;;
COOPERATIVAS DE CRÉDITO;02.924.977/0001-20;COOPERATIVA  CPI DOS PROF. MÉDICOS E DA SAÚDE DE CURITIBA E REG. METROPOLITANA - SICREDI MEDICRED PR;;2006-06-01;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;1473;;;10105083.54;2021-12-31;SEDE;RUA ALAMEDA PRINCEZA IZABEL N  1398;;BIGORRILHO;CURITIBA;PR;;80730080;41;30274433;41;30274447;
COOPERATIVAS DE CRÉDITO;08.969.199/0001-72;COOPERATIVA  DE CM DOS EMPRESÁRIOS DO MUN. DE GUARULHOS E REGIÃO-COOPERSIGMA;;2009-02-11;2015-04-30;INCORPORAÇÃO;CANCELADA;2015-04-30;2240;;;;;SEDE;RUA LUIZ FACCINI;445 - SALA 2;CENTRO;GUARULHOS;SP;BRASIL;7110000;11;20871390;11;20871390;janaine@unicredguarulhos.com.br
COOPERATIVAS DE CRÉDITO;04.346.379/0001-47;COOPERATIVA  DE ECON.CRED.MÚTUO. DOS SERV.PUBL.DOS POD.EXEC.E LEGISL.NO EST.M.T.- SICOOB SERVIDOR;;2012-03-08;2015-12-04;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-04;2380;;;;;SEDE;AV. ANDRÉ MAGGI, LOTE 06 - SET;S/N;CENTRO POLIT ADMINISTRATIVO;CUIABÁ;MT;BRASIL;78049901;65;39011169;65;39011170;credlegis@terra.com.br
COOPERATIVAS DE CRÉDITO;78.825.023/0001-22;COOPERATIVA C.L.A. DE ASSOCIADOS OESTE CATARINENSE;;2012-09-17;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2526;;;133280396.85;2021-12-31;SEDE;RUA VISCONDE DO RIO BRANCO;NR. 852;CENTRO;PALMITOS;SC;;89887000;49;36479900;49;36479900;direx@oestecredi.com.br
COOPERATIVAS DE CRÉDITO;81.367.880/0001-30;COOPERATIVA C.L.A.A SUL CATARINENSE - SICOOB CREDISULCA;;2012-09-17;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2615;;;200088239.23;2021-12-31;SEDE;RUA RUI BARBOSA;1150;CENTRO;TURVO;SC;;88930000;48;35258250;48;35258261;credisulca@credisulca.coop.br
COOPERATIVAS DE CRÉDITO;78.862.083/0001-15;COOPERATIVA C.L.A.A. CAMPOS NOVOS - SICOOB CAMPOS NOVOS;;2012-09-17;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2577;;;56607413.95;2021-12-31;SEDE;RUA CORONEL FARRAPO;719;CENTRO;CAMPOS NOVOS;SC;;89620000;49;35416600;;;juliana@sicoobcn.com.br
COOPERATIVAS DE CRÉDITO;11.565.109/0001-92;COOPERATIVA CCLA DE ASSOCIADOS SICOOB ECOCREDI;;2012-11-01;2021-01-26;INCORPORAÇÃO;CANCELADA;2021-01-26;2631;;;40012242.56;2019-12-31;SEDE;RUA GERMANO VOLKART, 57;A;CENTRO;TRÊS COROAS;RS;;95660000;51;35467050;;;ecocredi@ecocredi.com.br
COOPERATIVAS DE CRÉDITO;01.705.236/0001-96;COOPERATIVA CECM UNICRED REGIÃO DA CAMPANHA LTDA-UNICRED  REGIÃO DA CAMPANHA;;2005-11-01;2015-11-03;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-03;94;;;;;SEDE;RUA SETE DE SETEMBRO, 154;;CENTRO;SANTANA DO LIVRAMENTO;RS;;97573470;55;32429000;55;32429000;financeiro.regiaodacampanha.0124@unicred.com.br
COOPERATIVAS DE CRÉDITO;01.705.236/0001-96;COOPERATIVA CECM UNICRED REGIÃO DA CAMPANHA LTDA-UNICRED  REGIÃO DA CAMPANHA;;2019-10-03;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3875;;;48026834.63;2021-12-31;SEDE;RUA SETE DE SETEMBRO, 154;;CENTRO;SANTANA DO LIVRAMENTO;RS;;97573470;55;32429000;55;32429000;financeiro.regiaodacampanha.0124@unicred.com.br
COOPERATIVAS DE CRÉDITO;80.160.260/0001-63;COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL  - SICOOB CENTRAL SC/RS;;2008-04-24;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2038;;;588567090.75;2021-12-31;SEDE;RUA TENENTE SILVEIRA Nº 94;2º, 3º, 4º, 5º, 6º, 7º ,8º;CENTRO;FLORIANÓPOLIS;SC;;88010300;48;32619000;48;32619000;cadastrocoop@sicoobsc.com.br
COOPERATIVAS DE CRÉDITO;32.428.294/0001-43;COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO;;2005-11-01;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;124;;;239422019.18;2021-12-31;SEDE;RUA CONSTANTE SODRE, 305;;SANTA LUCIA;VITÓRIA;ES;;29056310;27;30250100;27;30250100;sicoob.es@sicoob.com.br
COOPERATIVAS DE CRÉDITO;00.543.968/0001-64;COOPERATIVA CENTRAL DE CRÉDITO UNICRED CONEXÃO LTDA. - UNICRED CENTRAL CONEXÃO;;2010-04-07;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2313;;;143085950.62;2021-12-31;SEDE;ALAMEDA ADOLFO KONDER 980;ED. ALAMEDA CENTER;CENTRO;FLORIANÓPOLIS;SC;;88010140;48;32215600;;;administrativo.0507@unicred.com.br
COOPERATIVAS DE CRÉDITO;86.774.775/0001-30;COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RJ E MT;;2019-05-02;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3778;;;32850458.12;2021-12-31;SEDE;RUA DO OUVIDOR Nº121;2101;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20040031;;;;;fiscal.3000@unicred.com.br
COOPERATIVAS DE CRÉDITO;73.085.573/0001-39;COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MUTUO-SICOOB UNIMAIS;;2020-06-10;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;4359;;;56272953.74;2021-12-31;SEDE;RUA DO PARAÍSO, 41;TÉRREO;PARAÍSO;SÃO PAULO;SP;;4103000;;;;;
COOPERATIVAS DE CRÉDITO;02.335.109/0001-05;COOPERATIVA CLA DA ZONA DA MATA LTDA;;2020-01-15;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3980;;;164788710.29;2021-12-31;SEDE;RUA DOUTOR ANTÔNIO CARLOS SOBRAL, 162;;CENTRO;CATAGUASES;MG;;36770044;32;34214313;;;sicoobcoopemata@sicoobcoopemata.com.br
COOPERATIVAS DE CRÉDITO;01.042.487/0001-38;COOPERATIVA CLA DE ASSOC. DAS RG. NORTE E NORDESTE DO PARÁ - SICOOB UNIDAS;;2020-03-23;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;4260;;;20536261.10;2021-12-31;SEDE;AV.ALMIRANTE BARROSO, 2926;;SOUZA;BELÉM;PA;;66613710;91;32589300;;;unidas.4197@sicoob.com.br
COOPERATIVAS DE CRÉDITO;17.617.302/0001-06;COOPERATIVA CLA DE ASSOC. DE POSSE/GO E REGIÃO-SICREDI INTEGRAÇÃO;;2013-06-04;2015-07-20;INCORPORAÇÃO;CANCELADA;2015-07-20;2879;;;;;SEDE;RUA ARQUIMEDES VIEIRA DE BRITO;23 QD18, LT10;CENTRO;POSSE;GO;BRASIL;73900000;62;34819800;;;gilberto_diefenthaeler@sicredi.com.br
COOPERATIVAS DE CRÉDITO;78.840.071/0001-90;COOPERATIVA CLA DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC;;2012-09-17;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2550;;;227532631.39;2021-12-31;SEDE;RUA DOUTOR MARURI;1242;CENTRO;CONCÓRDIA;SC;;89700168;49;34255443;49;34255443;diretoria.executiva@crediauc.coop.br
COOPERATIVAS DE CRÉDITO;03.836.609/0001-93;COOPERATIVA CLA DE ASSOCIADOS DOS ESTADOS DO TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO CERRADO;;2006-05-26;2015-11-10;INCORPORAÇÃO;CANCELADA;2015-11-10;1236;;;;;SEDE;RUA COQUELIN AIRES;167 SL 01;CENTRO;DIANÓPOLIS;TO;BRASIL;77300000;63;36922495;67;32953553;
COOPERATIVAS DE CRÉDITO;81.607.046/0001-75;COOPERATIVA CLA DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS;;2012-09-17;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2569;;;305551919.20;2021-12-31;SEDE;RUA ALMIRANTE BARROSO;888;CENTRO;SÃO MIGUEL DO OESTE;SC;BRASIL;89900000;49;36313800;;;gservicos@sicoobsmo.com.br
COOPERATIVAS DE CRÉDITO;01.720.488/0001-94;COOPERATIVA CLA DE GOIÂNIA E MICRORREGIÕES LTDA;;2013-02-08;2016-06-08;CANCELAMENTO A PEDIDO;CANCELADA;2016-06-08;2810;;;;;SEDE;ALAMEDA RICARDO PARANHOS;381;SETOR MARISTA;GOIÂNIA;GO;BRASIL;74175020;62;32812616;;;sicoobgoiania@sicoobgoiania.com.br
COOPERATIVAS DE CRÉDITO;01.720.488/0001-94;COOPERATIVA CLA DE GOIÂNIA E MICRORREGIÕES LTDA;;2019-07-30;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3832;;;58682737.93;2021-12-31;SEDE;ALAMEDA RICARDO PARANHOS;381;SETOR MARISTA;GOIÂNIA;GO;BRASIL;74175020;62;32812616;;;sicoobgoiania@sicoobgoiania.com.br
COOPERATIVAS DE CRÉDITO;10.143.499/0001-40;COOPERATIVA CLA DE JATAÍ E REGIÃO LTDA;;2014-06-13;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3107;;;17674266.36;2021-12-31;SEDE;RUA JOSÉ MANOEL VILELA 483;;CENTRO;JATAÍ;GO;;75800008;64;36321300;64;36321340;contabilidade@sicoocooprem.com.br
COOPERATIVAS DE CRÉDITO;03.732.359/0001-41;COOPERATIVA CLA DE PERNAMBUCO-SICOOB PERNAMBUCO;;2013-02-22;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2836;;;52750887.12;2021-12-31;SEDE;RUA GOV WALFREDO SIQUEIRA;17;CENTRO;SÃO JOSÉ DO EGITO;PE;;56700000;87;38442450;87;38442554;itala.gabriel@sicoob.com.br
COOPERATIVAS DE CRÉDITO;02.015.588/0001-82;COOPERATIVA CLA DO CENTRO SUL RONDONIENSE - SICOOB CREDIP;;2013-07-24;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2968;;;370533780.62;2021-12-31;SEDE;AV. PRESIDENTE KENNEDY, 775;;CENTRO;PIMENTA BUENO;RO;BRASIL;76970000;69;34519267;69;34519268;edis@credip.com.br
COOPERATIVAS DE CRÉDITO;23.623.636/0001-95;COOPERATIVA CLA DO NORTE DE MATO GROSSO - SICOOB NORTE;;2016-07-13;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3280;;;67271332.81;2021-12-31;SEDE;RUA DAS HELICONIAS 33;EDIF CT. EMP. FORCONTI SALA 301/302;SETOR COMERCIAL;SINOP;MT;;78550120;66;32112437;;;4598.financeiro@sicoob.com.br
COOPERATIVAS DE CRÉDITO;01.673.891/0001-00;COOPERATIVA CLA DO SUL DE MINAS LTDA - UNICRED ITAJUBÁ;;2013-07-24;2014-11-25;INCORPORAÇÃO;CANCELADA;2014-11-25;2950;;;;;SEDE;RUA DR. PEREIRA CABRAL;178;CENTRO;ITAJUBÁ;MG;BRASIL;37500048;35;36298350;35;36222331;unicred@unicreditajuba.com.br
COOPERATIVAS DE CRÉDITO;26.960.328/0001-43;COOPERATIVA CLA DO TOCANTINS LTDA.;;2013-04-24;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2860;;;48477197.10;2021-12-31;SEDE;AVENIDA BERNARDO SAYÃO;467;CENTRO;PARAÍSO DO TOCANTINS;TO;;77600000;63;36021444;63;36021444;sicoob@sicoobtocantins.com.br
COOPERATIVAS DE CRÉDITO;86.829.827/0001-28;COOPERATIVA CLA DO VALE-SICOOB CREDIVALE/SC.;;2012-12-20;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2739;;;94082912.72;2021-12-31;SEDE;AVENIDA NEREU RAMOS, 850;;CENTRO;BRAÇO DO NORTE;SC;;88750000;48;36589900;;;credivale@credivale.coop.br
COOPERATIVAS DE CRÉDITO;08.742.188/0001-55;COOPERATIVA CLA UNIÃO E NEGÓCIOS-SICOOB INTEGRAÇÃO;;2013-09-18;2015-07-01;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2015-07-01;3069;;;;;SEDE;RUA 13 DE JULHO, 593;;CENTRO;CUIABÁ;MT;BRASIL;78020000;65;36240440;65;30540188;sicoobintegracao@sicoobintegracao.coop.br
COOPERATIVAS DE CRÉDITO;12.384.953/0001-80;COOPERATIVA CLAA JARAGUÁ DO SUL E REGIÃO-SICOOB CEJASCRED;;2013-02-22;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;2844;;;16021445.98;2021-12-31;SEDE;RUA C.P.GOMES DE OLIVEIR;N430 SL4;CENTRO;JARAGUÁ DO SUL;SC;;89251200;47;32747800;;;roselene@cejascred.com.br
COOPERATIVAS DE CRÉDITO;71.163.315/0001-06;COOPERATIVA CM  PROF.DE NIV.SUP.  SAÚDE  ARQ.E URB.SETE LAGOAS E REGIÃO LTDA-UNICRED  SETE LAGOAS;;2013-10-08;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;3077;;;21873954.96;2021-12-31;SEDE;RUA CÂNDIDO AZEVEDO, 67;;CENTRO;SETE LAGOAS;MG;;35700019;31;37711053;;;contabilidade@unicredsetelagoas.com.br
COOPERATIVAS DE CRÉDITO;13.081.722/0001-60;COOPERATIVA CM DOS TRANSP.DE CARGAS FILIADOS AOS SIND.INTEGRANTES DA FETCESP-SICREDI FETCOOP SP;;2013-07-16;2015-07-29;INCORPORAÇÃO;CANCELADA;2015-07-29;2917;;;;;SEDE;RUA ORLANDO MONTEIRO, 01;TÉRREO;VILA MARIA;SÃO PAULO;SP;BRASIL;2121021;11;26321004;;;coop3033_diretoria@sicredi.com.br
COOPERATIVAS DE CRÉDITO;87.900.601/0001-39;COOPERATIVA CPI BOTUCARAÍ - SICREDI BOTUCARAÍ RS/MG;;2006-06-07;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;1490;;;259074012.10;2021-12-31;SEDE;LARGO DA MATRIZ;N° 33;CENTRO;SOLEDADE;RS;;99300000;51;37722529;;;
COOPERATIVAS DE CRÉDITO;03.566.655/0001-10;COOPERATIVA CPI CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;;2006-01-30;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;515;;;344301616.17;2021-12-31;SEDE;R MINAS GERAIS 1226;;CENTRO;SÃO GABRIEL DO OESTE;MS;;79490000;67;32952097;67;32953553;
COOPERATIVAS DE CRÉDITO;92.555.150/0001-80;COOPERATIVA CPI DA REGIÃO ALTOS DA SERRA-SICREDI ALTOS DA SERRA RS/SC;;2006-05-29;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;1260;;;261625794.11;2021-12-31;SEDE;RUA 15 DE NOVEMBRO;179 - SALA 301;CENTRO;TAPEJARA;RS;;99950000;54;33433550;;;adm_cadastros@sicredi.com.br
COOPERATIVAS DE CRÉDITO;04.463.602/0001-36;COOPERATIVA CPI DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;;2006-02-01;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;493;;;100270402.17;2021-12-31;SEDE;AVENIDA RIO BRANCO;1153;ALTO CAFEZAL;MARÍLIA;SP;;17502000;14;21057676;14;21057676;gerencia@sicredimarilia.com.br
COOPERATIVAS DE CRÉDITO;89.468.565/0001-01;COOPERATIVA CPI DA REGIÃO DA PRODUÇÃO- SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;;2006-02-16;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;930;;;252211149.07;2021-12-31;SEDE;AV  EXPEDICIONARIO  1195;;CENTRO;SARANDI;RS;;99560000;54;33611446;;;
COOPERATIVAS DE CRÉDITO;95.594.941/0001-07;COOPERATIVA CPI DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG;;2006-06-01;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;1422;;;386971341.34;2021-12-31;SEDE;AV HELVIO BASSO;1666;MEDIANEIRA;SANTA MARIA;RS;;97070805;55;32227900;55;32661132;
COOPERATIVAS DE CRÉDITO;03.042.597/0001-25;COOPERATIVA CPI DE CAMPO GRANDE E REGIÃO-SICREDI CAMPO GRANDE MS;;2006-01-24;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;1120;;;220974087.15;2021-12-31;SEDE;RUA TELDO KASPER;467;CHÁCARA CACHOEIRA;CAMPO GRANDE;MS;;79040840;67;32221400;67;33127615;
COOPERATIVAS DE CRÉDITO;87.900.411/0001-11;COOPERATIVA CPI DE ESPUMOSO-SICREDI ESPUMOSO RS/MG;;2006-05-31;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;1368;;;258238521.31;2021-12-31;SEDE;AV. ÂNGELO MACALÓS, 383;;CENTRO;ESPUMOSO;RS;;99400000;54;33833700;54;33831188;
COOPERATIVAS DE CRÉDITO;89.990.501/0001-76;COOPERATIVA CPI DE IBIRAIARAS-SICREDI IBIRAIARAS RS/MG;;2006-05-31;2022-05-02;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-05-02;1376;;;309330429.26;2021-12-31;SEDE;RUA LONGINO ZACARIAS GUADAGNIN;Nº 380;CENTRO;IBIRAIARAS;RS;;95305000;54;33559200;54;33559200;
